timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1493670892752,523,POST: Search Events Page,200,OK,Users 1-2,text,true,,1209617,302,2,2,504,0,0
1493670893277,88,GET: Sign Out Page,200,OK,Users 1-2,text,true,,5940,530,2,2,30,0,1
1493670893149,668,GET: Dashboard Page,200,OK,Users 1-3,text,true,,5716,276,1,1,668,0,0
1493670893818,58,GET: Create Event Page,200,OK,Users 1-3,text,true,,6986,274,1,1,58,0,0
1493670893877,626,GET: Manage Events Page,200,OK,Users 1-3,text,true,,3136791,274,1,1,601,0,0
1493670894509,272,POST: Create Event Page,200,OK,Users 1-3,text,true,,5805,91483,1,1,272,0,0
1493670894782,66,GET: Search Events Page,200,OK,Users 1-3,text,true,,4884,274,2,2,66,0,0
1493670894815,72,GET: Home Page,200,OK,Users 1-4,text,true,,5750,182,2,2,72,0,1
1493670894888,24,GET: Sign In Page,200,OK,Users 1-4,text,true,,5309,189,2,2,23,0,0
1493670894912,237,POST: Sign In Page,200,OK,Users 1-4,text,true,,6020,418,2,2,164,0,0
1493670895149,79,GET: Home Page,200,OK,Users 1-4,text,true,,5739,261,2,2,79,0,0
1493670894848,516,POST: Search Events Page,200,OK,Users 1-3,text,true,,1209623,302,2,2,469,0,1
1493670895366,92,GET: Sign Out Page,200,OK,Users 1-3,text,true,,5940,530,2,2,30,0,0
1493670895228,710,GET: Dashboard Page,200,OK,Users 1-4,text,true,,5716,276,1,1,710,0,0
1493670895939,50,GET: Create Event Page,200,OK,Users 1-4,text,true,,6986,274,1,1,50,0,0
1493670895990,682,GET: Manage Events Page,200,OK,Users 1-4,text,true,,3257117,274,1,1,624,0,0
1493670896813,52,GET: Home Page,200,OK,Users 1-5,text,true,,5750,182,2,2,52,0,1
1493670896865,19,GET: Sign In Page,200,OK,Users 1-5,text,true,,5309,189,2,2,19,0,0
1493670896677,301,POST: Create Event Page,200,OK,Users 1-4,text,true,,5805,91465,2,2,301,0,0
1493670896885,224,POST: Sign In Page,200,OK,Users 1-5,text,true,,6020,418,2,2,126,0,0
1493670896979,162,GET: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,87,0,1
1493670897109,79,GET: Home Page,200,OK,Users 1-5,text,true,,5739,261,2,2,79,0,0
1493670897141,112,POST: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,53,0,0
1493670897254,94,GET: Sign Out Page,200,OK,Users 1-4,text,true,,5940,530,2,2,30,0,0
1493670897188,714,GET: Dashboard Page,200,OK,Users 1-5,text,true,,5716,276,1,1,714,0,0
1493670897902,59,GET: Create Event Page,200,OK,Users 1-5,text,true,,6986,274,1,1,59,0,0
1493670897961,776,GET: Manage Events Page,200,OK,Users 1-5,text,true,,3377752,274,1,1,716,0,0
1493670898741,252,POST: Create Event Page,200,OK,Users 1-5,text,true,,5805,91483,1,1,251,0,0
1493670898993,51,GET: Search Events Page,200,OK,Users 1-5,text,true,,4884,274,1,1,50,0,1
1493670899044,314,POST: Search Events Page,200,OK,Users 1-5,text,true,,1209623,302,1,1,305,0,0
1493670899359,64,GET: Sign Out Page,200,OK,Users 1-5,text,true,,6019,451,1,1,27,0,0
1493670921692,62,GET: Home Page,200,OK,Users 1-1,text,true,,5750,182,1,1,62,0,5
1493670921755,22,GET: Sign In Page,200,OK,Users 1-1,text,true,,5309,189,1,1,22,0,0
1493670921778,124,POST: Sign In Page,200,OK,Users 1-1,text,true,,6020,418,1,1,77,0,0
1493670921903,55,GET: Home Page,200,OK,Users 1-1,text,true,,5739,261,1,1,54,0,0
1493670921958,1050,GET: Dashboard Page,200,OK,Users 1-1,text,true,,5716,276,1,1,1050,0,0
1493670923009,57,GET: Create Event Page,200,OK,Users 1-1,text,true,,6986,274,1,1,57,0,0
1493670923694,96,GET: Home Page,200,OK,Users 1-2,text,true,,5750,182,2,2,96,0,1
1493670923790,33,GET: Sign In Page,200,OK,Users 1-2,text,true,,5309,189,2,2,33,0,0
1493670923066,852,GET: Manage Events Page,200,OK,Users 1-1,text,true,,3498020,274,2,2,736,0,0
1493670923824,275,POST: Sign In Page,200,OK,Users 1-2,text,true,,6020,418,2,2,154,0,0
1493670923923,266,POST: Create Event Page,500,Internal Server Error,Users 1-1,text,false,Test failed: text expected to contain /Event sucessfully created!/,67310,91501,2,2,266,0,1
1493670924099,107,GET: Home Page,200,OK,Users 1-2,text,true,,5739,261,2,2,106,0,0
1493670924190,139,GET: Search Events Page,200,OK,Users 1-1,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,49,0,0
1493670924329,122,POST: Search Events Page,200,OK,Users 1-1,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,59,0,0
1493670924451,94,GET: Sign Out Page,200,OK,Users 1-1,text,true,,5940,530,2,2,34,0,0
1493670924207,884,GET: Dashboard Page,200,OK,Users 1-2,text,true,,5716,276,1,1,884,0,0
1493670925092,75,GET: Create Event Page,200,OK,Users 1-2,text,true,,6986,274,1,1,75,0,0
1493670925693,77,GET: Home Page,200,OK,Users 1-3,text,true,,5750,182,2,2,76,0,1
1493670925771,32,GET: Sign In Page,200,OK,Users 1-3,text,true,,5309,189,2,2,31,0,0
1493670925803,263,POST: Sign In Page,200,OK,Users 1-3,text,true,,6020,418,2,2,206,0,0
1493670926067,100,GET: Home Page,200,OK,Users 1-3,text,true,,5739,261,2,2,100,0,0
1493670925168,1112,GET: Manage Events Page,200,OK,Users 1-2,text,true,,3498066,274,2,2,1068,0,0
1493670926287,125,POST: Create Event Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91686,2,2,69,0,2
1493670926415,159,GET: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,71,0,0
1493670926575,184,POST: Search Events Page,200,OK,Users 1-2,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,75,0,0
1493670926760,126,GET: Sign Out Page,200,OK,Users 1-2,text,true,,5940,530,2,2,58,0,0
1493670926168,1056,GET: Dashboard Page,200,OK,Users 1-3,text,true,,5716,276,1,1,1055,0,0
1493670927224,53,GET: Create Event Page,200,OK,Users 1-3,text,true,,6986,274,1,1,53,0,0
1493670927695,64,GET: Home Page,200,OK,Users 1-4,text,true,,5750,182,2,2,63,0,1
1493670927759,27,GET: Sign In Page,200,OK,Users 1-4,text,true,,5309,189,2,2,27,0,0
1493670927787,173,POST: Sign In Page,200,OK,Users 1-4,text,true,,6020,418,2,2,119,0,0
1493670927960,124,GET: Home Page,200,OK,Users 1-4,text,true,,5739,261,2,2,124,0,0
1493670927278,808,GET: Manage Events Page,200,OK,Users 1-3,text,true,,3498128,274,2,2,777,0,0
1493670928092,123,POST: Create Event Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91632,2,2,55,0,2
1493670928216,154,GET: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,58,0,0
1493670928371,136,POST: Search Events Page,200,OK,Users 1-3,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,54,0,0
1493670928507,97,GET: Sign Out Page,200,OK,Users 1-3,text,true,,5940,530,2,2,41,0,0
1493670928085,902,GET: Dashboard Page,200,OK,Users 1-4,text,true,,5716,276,1,1,901,0,0
1493670928987,57,GET: Create Event Page,200,OK,Users 1-4,text,true,,6986,274,1,1,57,0,0
1493670929697,64,GET: Home Page,200,OK,Users 1-5,text,true,,5750,182,2,2,64,0,2
1493670929761,40,GET: Sign In Page,200,OK,Users 1-5,text,true,,5309,189,2,2,39,0,0
1493670929044,950,GET: Manage Events Page,200,OK,Users 1-4,text,true,,3498064,274,2,2,880,0,0
1493670929801,261,POST: Sign In Page,200,OK,Users 1-5,text,true,,6020,418,2,2,177,0,0
1493670930007,166,POST: Create Event Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Event sucessfully created!/,5506,91650,2,2,70,0,2
1493670930062,113,GET: Home Page,200,OK,Users 1-5,text,true,,5739,261,2,2,112,0,0
1493670930173,166,GET: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /Enter search query/,5506,542,2,2,71,0,0
1493670930339,110,POST: Search Events Page,200,OK,Users 1-4,text,false,Test failed: text expected to contain /JMeter Test Title/,5506,505,2,2,43,0,0
1493670930449,96,GET: Sign Out Page,200,OK,Users 1-4,text,true,,5940,530,2,2,40,0,0
1493670930176,867,GET: Dashboard Page,200,OK,Users 1-5,text,true,,5716,276,1,1,867,0,0
1493670931044,63,GET: Create Event Page,200,OK,Users 1-5,text,true,,6986,274,1,1,62,0,0
1493670931108,714,GET: Manage Events Page,200,OK,Users 1-5,text,true,,3498155,274,1,1,691,0,0
1493670931844,269,POST: Create Event Page,200,OK,Users 1-5,text,true,,5805,91447,1,1,269,0,2
1493670932114,56,GET: Search Events Page,200,OK,Users 1-5,text,true,,4884,274,1,1,55,0,0
1493670932170,608,POST: Search Events Page,200,OK,Users 1-5,text,true,,1209664,302,1,1,593,0,0
1493670932786,69,GET: Sign Out Page,200,OK,Users 1-5,text,true,,6019,451,1,1,27,0,0
